Ordem;NroProcessoPI;Titular;CNPJ-Titular;CNPJ(ID Alternativo);IFES titular;Qtde de empregados;Natureza do Titular;Tipo do Titular;Tamanho do Titular;Esfera;Região;Seção;Descr.Seção;Divisão;Descr.Divisão;Ano requerimento;Ano 1º TT
136;BR1020170115739;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
137;BR1020180002325;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
138;BR1020180109251;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
139;BR1020180684396;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
140;BR1020180717308;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
141;BR2019050457;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
142;62734298;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
143;BR1020180771922;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
144;BR1020190069783;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
145;BR1020190082496;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
146;BR1020190106492;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
147;BR2020050176;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
148;BR1020190138270;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
149;BR1020190158140;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
150;BR1020190172894;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
151;BR1020190216360;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
152;BR2020050185;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
153;BR1020190225297;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
154;BR1020190247410;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
155;BR1020200096796;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
156;BR2021050201;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
157;BR1020200156225;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
158;BR1020200146637;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
159;BR1020200153773;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
160;BR1020200189204;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;2021
161;BR1020200117661;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
162;BR1020200226037;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
163;BR1020200254693;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
164;BR1020210139811;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
165;PI11038810;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
166;PI11054166;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
167;BR2012000468;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
168;BR1020120084040;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
169;BR1020120312026;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
170;BR1020120326744;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
171;BR1020130014540;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
172;BR1020130014559;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
173;BR1020140214240;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
174;BR1020140237100;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
175;BR1020150053207;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
176;PI06222579;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
177;BR1020180048341;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;2021
178;BR1020120143798;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
179;BR1020150247273;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
180;BR1020120143771;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
181;BR1020120143780;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
182;BR1020120143801;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
183;BR5120160007818;UFABC;07.722.779/0001-06;UFABC;UFABC;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
184;BR1020140317503;UFAC;04.071.106/0001-37;UFAC;UFAC;Universidade;Pública;Universidade;Não se aplica;Federal;Norte;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
185;BR5120130013488;UFAC;04.071.106/0001-37;UFAC;UFAC;Universidade;Pública;Universidade;Não se aplica;Federal;Norte;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
186;BR1020120283638;UFAC;04.071.106/0001-37;UFAC;UFAC;Universidade;Pública;Universidade;Não se aplica;Federal;Norte;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
187;PI07040741;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
188;PI09001956;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2009;Não TT
189;PI09036989;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2009;Não TT
190;PI09034528;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2009;Não TT
191;PI10031499;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
192;PI10045422;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
193;PI10157310;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
194;PI10091629;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
195;PI10105018;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
196;PI10104828;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2010;Não TT
197;PI11072911;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
198;PI11072920;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
199;PI11073284;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
200;BR1020120132265;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
201;BR1020120173174;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
202;BR1020120193370;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
203;BR1020120190958;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
204;BR1020120245914;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
205;BR1020130054682;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
206;BR1020130109894;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
207;BR1020130275107;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2013;Não TT
208;BR1020140073191;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
209;BR1020140100660;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
210;BR1020140190554;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
211;BR1020140252835;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
212;BR1020140287981;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
213;BR1020140307591;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
214;BR1020150033176;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
215;BR1020150033222;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
216;BR1020150037538;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
217;BR1020150058284;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
218;BR1020150073445;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
219;BR1020120135906;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
220;BR1020150110308;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
221;BR1020150147104;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
222;BR1020150164041;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
223;BR1020150164050;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
224;BR1020150211651;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
225;BR1020150241828;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
226;BR1020150241836;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
227;BR1020150241844;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
228;BR1020150308892;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
229;BR1020150309171;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
230;BR1020150309430;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
231;BR1020150309759;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
232;BR1020150317417;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
233;BR1020150317530;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
234;BR1020160001307;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
235;BR1020160001455;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
236;BR1020160035023;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
237;BR1020160038219;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
238;BR1020120158574;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
239;BR2020160118625;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
240;BR1020160123453;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
241;BR1020160189519;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
242;BR1020160162572;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
243;BR1020160181240;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
244;BR1020160186064;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
245;BR1020160147131;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
246;BR1020160229405;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
247;BR1020170000885;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
248;BR1020170004864;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
249;BR1020170018652;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
250;BR1020170021149;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
251;BR1020170021335;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
252;BR1020170031128;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
253;BR1020170067092;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
254;BR1020170072282;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
255;BR1020170072312;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
256;BR1020170099938;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
257;BR1020170148114;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
258;BR1020170059677;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
259;BR1020170177017;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
260;BR1020170177157;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
261;BR1020140331409;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2014;Não TT
262;BR2020150093530;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
263;BR1020160054842;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
264;BR1020170173810;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
265;BR2020170141433;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
266;BR2020170201860;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
267;BR2020160229265;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
268;BR2020170005742;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
269;BR1020170229564;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
270;BR1020170249654;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
271;BR1020170278948;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
272;BR1020170279081;UFAL;24.464.109/0001-48;UFAL;UFAL;Universidade;Pública;Universidade;Não se aplica;Federal;Nordeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
